1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
4426,UT,Utah,1,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,R,*,,,,"175,487",71.47%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4429,UT,Utah,1,H2UT01235,,Donna M.,McAleer,"McAleer, Donna M.",,D,"3,881",66.63%,,,"60,611",24.69%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4432,UT,Utah,1,H2UT01227,,Sherry,Phipps,"Phipps, Sherry",,CON,*,,,,"9,430",3.84%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4435,UT,Utah,2,H2UT02324,,Chris,Stewart,"Stewart, Chris",,R,*,,,,"154,523",62.17%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4446,UT,Utah,2,H2UT02357,,Jay,Seegmiller,"Seegmiller, Jay",,D,*,,,,"83,176",33.47%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4449,UT,Utah,2,H2UT02423,,Jonathan D.,Garrard,"Garrard, Jonathan D.",,CON,*,,,,"5,051",2.03%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4450,UT,Utah,2,H2UT02381,,Joseph,Andrade,"Andrade, Joseph",,UN,,,,,"2,971",1.20%,,,,,,
4451,UT,Utah,2,H2UT02407,,Charles E.,Kimball,"Kimball, Charles E.",,UN,,,,,"2,824",1.14%,,,,,,
4454,UT,Utah,3,H8UT03089,(I),Jason,Chaffetz,"Chaffetz, Jason",,R,*,,,,"198,828",76.61%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4457,UT,Utah,3,H2UT03249,,Soren,Simonsen,"Simonsen, Soren",,D,*,,,,"60,719",23.39%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4461,UT,Utah,4,H0UT02096,(I),Jim,Matheson,"Matheson, Jim",,D,*,,,,"119,803",48.84%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4462,UT,Utah,4,H2UT04023,,Mia B.,Love,"Love, Mia B.",,R,*,,,,"119,035",48.53%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4467,UT,Utah,4,H2UT04056,,Jim L.,Vein,"Vein, Jim L.",,LIB,*,,,,"6,439",2.63%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting."
4493,VT,Vermont,0,H6VT00160,(I),Peter,Welch,"Welch, Peter",,D/WF,"36,863",99.04%,,,"208,600",71.95%,,,,,W,
4496,VT,Vermont,0,H2VT00110,,Mark,Donka,"Donka, Mark",,R,"7,623",95.80%,,,"67,543",23.30%,,,,,,
4499,VT,Vermont,0,H2VT00128,,"James ""Sam""",Desrochers,"Desrochers, James ""Sam""",,IND,,,,,"8,302",2.86%,,,,,,
4500,VT,Vermont,0,H2VT00094,,Jane,Newton,"Newton, Jane",,LU,,,,,"4,065",1.40%,,,,,,
4501,VT,Vermont,0,H2VT00136,,Andre,LaFramboise,"LaFramboise, Andre",,VKS,,,,,"1,153",0.40%,,,,,,
4502,VT,Vermont,0,n/a,,,Scattered,Scattered,,W,,,,,268,0.09%,,,,,,
4525,VI,Virgin Islands,0,H4VI00054,(I),Donna M.,Christensen,"Christensen, Donna M.",,D,"3,957",55.33%,,,"11,512",60.05%,,,,,W,
4535,VI,Virgin Islands,0,H2VI00074,,"Holland L., II",Redfield,"Redfield, Holland L., II",,R,143,70.44%,,,"2,131",11.12%,,,,,,
4539,VI,Virgin Islands,0,H4VI00120,,Warren B.,Mosler,"Mosler, Warren B.",,IND,,,,,"3,276",17.09%,,,,,,
4540,VI,Virgin Islands,0,H2VI00090,,Norma ,Pickard-Samuel,"Pickard-Samuel, Norma ",,IND,,,,,"1,927",10.05%,,,,,,
4541,VI,Virgin Islands,0,H0VI00045,,Guillaume,Mimoun,"Mimoun, Guillaume",,IND,,,,,312,1.63%,,,,,,
4542,VI,Virgin Islands,0,n/a,,,Scattered,Scattered,,W,,,,,12,0.06%,,,,,,
4548,VA,Virginia,1,H8VA01147,(I),"Robert J. ""Rob""",Wittman,"Wittman, Robert J. ""Rob""",,R,Unopposed,,,,"200,845",56.29%,,,,,W,
4549,VA,Virginia,1,H2VA01066,,Adam M.,Cook,"Cook, Adam M.",,D,*,Convention,,,"147,036",41.21%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party conventions were held on April 28, 2012, for U.S. House District 7; May 12, 2012 for U.S. House Districts 1 and 10; and May 19, 2012 for U.S. House Districts 5 and 9.  Convention nominees are noted with an asterisk."
4550,VA,Virginia,1,H0VA01185,,G. Gail,Parker,"Parker, G. Gail",,IGR,,,,,"8,308",2.33%,,,,,,
4551,VA,Virginia,1,n/a,,,Scattered,Scattered,,W,,,,,617,0.17%,,,,,,
4554,VA,Virginia,2,H0VA02084,(I),E. Scott,Rigell,"Rigell, E. Scott",,R,Unopposed,,,,"166,231",53.76%,,,,,W,
4555,VA,Virginia,2,H2VA02049,,"Paul O., Jr.",Hirschbiel,"Hirschbiel, Paul O., Jr.",,D,Unopposed,,,,"142,548",46.10%,,,,,,
4556,VA,Virginia,2,n/a,,,Scattered,Scattered,,W,,,,,443,0.14%,,,,,,
4559,VA,Virginia,3,H6VA01117,(I),"Robert C. ""Bobby""",Scott,"Scott, Robert C. ""Bobby""",,D,Unopposed,,,,"259,199",81.27%,,,,,W,
4560,VA,Virginia,3,H2VA03054,,Dean J.,Longo,"Longo, Dean J.",,R,Unopposed,,,,"58,931",18.48%,,,,,,
4561,VA,Virginia,3,n/a,,,Scattered,Scattered,,W,,,,,806,0.25%,,,,,,
4564,VA,Virginia,4,H2VA04052,(I),J. Randy,Forbes,"Forbes, J. Randy",,R,"26,879",89.72%,,,"199,292",56.93%,,,,,W,
4567,VA,Virginia,4,H2VA04102,,Ella P.,Ward,"Ward, Ella P.",,D,"5,830",85.30%,,,"150,190",42.91%,,,,,,
4570,VA,Virginia,4,n/a,,,Scattered,Scattered,,W,,,,,564,0.16%,,,,,,
4573,VA,Virginia,5,H0VA05095,(I),Robert,Hurt,"Hurt, Robert",,R,Unopposed,,,,"193,009",55.44%,,,,,W,
4574,VA,Virginia,5,H2VA10117,,John Wade,Douglass,"Douglass, John Wade",,D,*,Convention,,,"149,214",42.86%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party conventions were held on April 28, 2012, for U.S. House District 7; May 12, 2012 for U.S. House Districts 1 and 10; and May 19, 2012 for U.S. House Districts 5 and 9.  Convention nominees are noted with an asterisk."
4575,VA,Virginia,5,H2VA05059,,Kenneth J.,Hildebrandt,"Hildebrandt, Kenneth J.",,IGR,,,,,"5,500",1.58%,,,,,,
4576,VA,Virginia,5,n/a,,,Scattered,Scattered,,W,,,,,388,0.11%,,,,,,
4579,VA,Virginia,6,H2VA06115,(I),"Robert W. ""Bob""",Goodlatte,"Goodlatte, Robert W. ""Bob""",,R,"21,808",66.49%,,,"211,278",65.23%,,,,,W,
4582,VA,Virginia,6,H2VA06180,,Andy B.,Schmookler,"Schmookler, Andy B.",,D,Unopposed,,,,"111,949",34.56%,,,,,,
4583,VA,Virginia,6,n/a,,,Scattered,Scattered,,W,,,,,666,0.21%,,,,,,
4586,VA,Virginia,7,H0VA07042,(I),Eric I.,Cantor,"Cantor, Eric I.",,R,"37,369",79.45%,,,"222,983",58.39%,,,,,W,
4589,VA,Virginia,7,H2VA07113,,E. Wayne,Powell,"Powell, E. Wayne",,D,*,Convention,,,"158,012",41.37%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party conventions were held on April 28, 2012, for U.S. House District 7; May 12, 2012 for U.S. House Districts 1 and 10; and May 19, 2012 for U.S. House Districts 5 and 9.  Convention nominees are noted with an asterisk."
4590,VA,Virginia,7,n/a,,,Scattered,Scattered,,W,,,,,914,0.24%,,,,,,
4593,VA,Virginia,8,H0VA08040,(I),"James P. ""Jim,"" Jr.",Moran,"Moran, James P. ""Jim,"" Jr.",,D,"23,018",74.19%,,,"226,847",64.59%,,,,,W,
4596,VA,Virginia,8,H0VA08149,,J. Patrick,Murray,"Murray, J. Patrick",,R,Unopposed,,,,"107,370",30.57%,,,,,,
4597,VA,Virginia,8,H2VA08129,,Jason J.,Howell,"Howell, Jason J.",,IND,,,,,"10,180",2.90%,,,,,,
4598,VA,Virginia,8,H2VA08137,,Janet,Murphy,"Murphy, Janet",,IGR,,,,,"5,985",1.70%,,,,,,
4599,VA,Virginia,8,n/a,,,Scattered,Scattered,,W,,,,,805,0.23%,,,,,,
4602,VA,Virginia,9,H0VA09055,(I),H. Morgan,Griffith,"Griffith, H. Morgan",,R,Unopposed,,,,"184,882",61.29%,,,,,W,
4603,VA,Virginia,9,H2VA09077,,Anthony J.,Flaccavento,"Flaccavento, Anthony J.",,D,*,Convention,,,"116,400",38.59%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party conventions were held on April 28, 2012, for U.S. House District 7; May 12, 2012 for U.S. House Districts 1 and 10; and May 19, 2012 for U.S. House Districts 5 and 9.  Convention nominees are noted with an asterisk."
4604,VA,Virginia,9,n/a,,,Scattered,Scattered,,W,,,,,376,0.12%,,,,,,
4607,VA,Virginia,10,H6VA10050,(I),Frank R.,Wolf,"Wolf, Frank R.",,R,Unopposed,,,,"214,038",58.41%,,,,,W,
4608,VA,Virginia,10,H2VA10125,,Kristin A.,Cabral,"Cabral, Kristin A.",,D,*,Convention,,,"142,024",38.76%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party conventions were held on April 28, 2012, for U.S. House District 7; May 12, 2012 for U.S. House Districts 1 and 10; and May 19, 2012 for U.S. House Districts 5 and 9.  Convention nominees are noted with an asterisk."
4609,VA,Virginia,10,H2VA10133,,J. Kevin,Chisholm,"Chisholm, J. Kevin",,IND,,,,,"9,855",2.69%,,,,,,
4610,VA,Virginia,10,n/a,,,Scattered,Scattered,,W,,,,,527,0.14%,,,,,,
4613,VA,Virginia,11,H8VA11062,(I),"Gerald E. ""Gerry""",Connolly,"Connolly, Gerald E. ""Gerry""",,D,Unopposed,,,,"202,606",60.98%,,,,,W,
4614,VA,Virginia,11,H2VA11149,,Chris S.,Perkins,"Perkins, Chris S. ",,R,"11,600",62.82%,,,"117,902",35.49%,,,,,,
4617,VA,Virginia,11,H2VA11172,,Mark T.,Gibson,"Gibson, Mark T.",,IND,,,,,"3,806",1.15%,,,,,,
4618,VA,Virginia,11,H0VA11101,,Christopher F.,DeCarlo,"DeCarlo, Christopher F.",,IND,,,,,"3,027",0.91%,,,,,,
4619,VA,Virginia,11,H2VA11164,,Joe F. Jr.,Galdo,"Galdo, Joe F. Jr.",,GRE,,,,,"2,195",0.66%,,,,,,
4620,VA,Virginia,11,H2VA11180,,Peter M.,Marchetti,"Marchetti, Peter M.",,IGR,,,,,"1,919",0.58%,,,,,,
4621,VA,Virginia,11,n/a,,,Scattered,Scattered,,W,,,,,788,0.24%,,,,,,
4636,WA,Washington,01 - FULL TERM,H0WA08046,,Suzan,DelBene,"DelBene, Suzan",,D,"33,670",22.48%,,,"177,025",53.94%,,,,,W,
4637,WA,Washington,01 - FULL TERM,H0WA02098,,John,Koster,"Koster, John",,R,"67,185",44.86%,,,"151,187",46.06%,,,,,,
4645,WA,Washington,01 - UNEXPIRED TERM,H0WA08046,,Suzan,DelBene,"DelBene, Suzan",,D,"39,620",25.02%,,,"216,144",60.42%,,,,,,
4654,WA,Washington,01 - UNEXPIRED TERM,H0WA02098,,John,Koster,"Koster, John",,R,"56,631",35.76%,,,"141,591",39.58%,,,,,,
4658,WA,Washington,2,H0WA02080,(I),Rick,Larsen,"Larsen, Rick",,D,"79,632",57.21%,,,"184,826",61.14%,,,,,W,
4659,WA,Washington,2,H2WA02177,,Dan,Matthews,"Matthews, Dan",,R,"39,956",28.71%,,,"117,465",38.86%,,,,,,
4666,WA,Washington,3,H0WA03187,(I),Jaime Herrera,Beutler,"Beutler, Jaime Herrera",,R,"68,603",56.51%,,,"177,446",60.38%,,,,,W,
4667,WA,Washington,3,H2WA03076,,Jon T.,Haugen,"Haugen, Jon T.",,D,"45,693",37.64%,,,"116,438",39.62%,,,,,,
4671,WA,Washington,4,H2WA04041,(I),Doc,Hastings,"Hastings, Doc",,R,"60,774",59.32%,,,"154,749",66.22%,,,,,W,
4672,WA,Washington,4,H2WA04124,,Mary,Baechler,"Baechler, Mary",,D,"27,130",26.48%,,,"78,940",33.78%,,,,,,
4677,WA,Washington,5,H4WA05077,(I),Cathy McMorris,Rodgers,"Rodgers, Cathy McMorris",,R,"83,186",55.76%,,,"191,066",61.92%,,,,,W,
4678,WA,Washington,5,H2WA05071,,Rich,Cowan,"Cowan, Rich",,D,"49,406",33.12%,,,"117,512",38.08%,,,,,,
4683,WA,Washington,6,H2WA06129,,Derek,Kilmer,"Kilmer, Derek",,D,"86,436",53.41%,,,"186,661",59.00%,,,,,W,
4684,WA,Washington,6,H2WA06145,,Bill,Driscoll,"Driscoll, Bill",,R,"29,602",18.29%,,,"129,725",41.00%,,,,,,
4692,WA,Washington,7,H8WA07132,(I),Jim,McDermott,"McDermott, Jim",,D,"124,692",70.91%,,,"298,368",79.65%,,,,,W,
4693,WA,Washington,7,H2WA07101 ,,Ron,Bemis,"Bemis, Ron",,R,"26,791",15.24%,,,"76,212",20.35%,,,,,,
4701,WA,Washington,8,H4WA08071,(I),Dave,Reichert,"Reichert, Dave",,R,"66,220",50.62%,,,"180,204",59.65%,,,,,W,
4702,WA,Washington,8,H2WA08158,,Karen,Porterfield,"Porterfield, Karen",,D,"37,083",28.35%,,,"121,886",40.35%,,,,,,
4709,WA,Washington,9,H6WA09025,(I),Adam,Smith,"Smith, Adam",,D,"72,868",61.16%,,,"192,034",71.62%,,,,,W,
4710,WA,Washington,9,H8WA09047,,Jim,Postma,"Postma, Jim",,R,"27,616",23.18%,,,"76,105",28.38%,,,,,,
4716,WA,Washington,10,H0WA03161,,Denny,Heck,"Heck, Denny",,D,"51,047",39.73%,,,"163,036",58.56%,,,,,W,
4717,WA,Washington,10,H0WA09044,,Richard (Dick),Muri,"Muri, Richard (Dick)",,R,"36,173",28.15%,,,"115,381",41.44%,,,,,,
4737,WV,West Virginia,1,H0WV01072,(I),David B.,McKinley,"McKinley, David B.",,R,"36,107",100.00%,,,"133,809",62.48%,,,,,W,
4739,WV,West Virginia,1,H2WV01094,,Sue,Thorn,"Thorn, Sue",,D,"49,203",100.00%,,,"80,342",37.52%,,,,,,
4743,WV,West Virginia,2,H0WV02138,(I),Shelley Moore,Capito,"Capito, Shelley Moore",,R,"35,008",82.93%,,,"158,206",69.77%,,,,,W,
4747,WV,West Virginia,2,H4WV02023,,Howard,Swint,"Swint, Howard",,D,"22,563",48.27%,,,"68,560",30.23%,,,,,,
4753,WV,West Virginia,3,H6WV04057,(I),"Nick J., II",Rahall,"Rahall, Nick J., II",,D,"66,745",100.00%,,,"108,199",53.98%,,,,,W,
4755,WV,West Virginia,3,H4WV03047,,Rick,Snuffer,"Snuffer, Rick",,R,"12,359",53.42%,,,"92,238",46.02%,,,,,,
4772,WI,Wisconsin,1,H8WI01024,(I),Paul,Ryan,"Ryan, Paul",,R,"65,700",99.58%,,,"200,423",54.90%,,,,,W,
4775,WI,Wisconsin,1,H2WI01084,,Rob,Zerban,"Zerban, Rob",,D,"16,265",99.83%,,,"158,414",43.39%,,,,,,
4778,WI,Wisconsin,1,H2WI01092,,Keith,Deschler,"Deschler, Keith ",,LIB,,,,,"6,054",1.66%,,,,,,
4783,WI,Wisconsin,1,n/a,,,Scattered,Scattered,,W,,,,,167,0.05%,,,,,,
4786,WI,Wisconsin,2,H2WI02124,,Mark  ,Pocan,"Pocan, Mark  ",,D,"43,171",72.16%,,,"265,422",67.90%,,,,,W,
4792,WI,Wisconsin,2,H0WI02060,,Chad,Lee,"Lee, Chad",,R,"32,813",99.52%,,,"124,683",31.90%,,,,,,
4799,WI,Wisconsin,2,n/a,,,Scattered,Scattered,,W,,,,,787,0.20%,,,,,,
4800,WI,Wisconsin,2,H2WI02116,,Joe,Kopsick,"Kopsick, Joe",,W,,,,,6,0.00%,,,,,,
4803,WI,Wisconsin,3,H6WI03099,(I),Ron,Kind,"Kind, Ron",,D,"19,755",99.86%,,,"217,712",64.08%,,,,,W,
4806,WI,Wisconsin,3,H2WI03080,,Ray,Boland,"Boland, Ray",,R,"35,668",99.59%,,,"121,713",35.82%,,,,,,
4813,WI,Wisconsin,3,n/a,,,Scattered,Scattered,,W,,,,,339,0.10%,,,,,,
4816,WI,Wisconsin,4,H4WI04183,(I),Gwen,Moore,"Moore, Gwen",,D,"34,525",99.67%,,,"235,257",72.21%,,,,,W,
